1,1,10,1,20,3,-0.0667131
1,1,0,1,20,3,-0.0954097
1,1,20,1,20,3,0.0158571
1,1,30,1,20,3,-0.0555146
1,1,40,1,20,3,0.0786822
1,1,50,1,20,3,-0.0280303
1,1,60,1,20,3,0.023506
1,1,70,1,20,3,0.0955378
1,1,80,1,20,3,-0.0382546
1,1,90,1,20,3,0.0215066
1,1,100,1,20,3,0.0251833
1,1,0,1,100,3,0.071059
1,1,10,1,100,3,-0.0276648
1,1,20,1,100,3,0.0902768
1,1,30,1,100,3,-0.0252774
1,1,40,1,100,3,0.0228706
1,1,50,1,100,3,-0.0405003
1,1,60,1,100,3,-0.00875087
1,1,70,1,100,3,0.0675816
1,1,80,1,100,3,0.0138973
1,1,90,1,100,3,0.0906129
1,1,100,1,100,3,-0.00694381
1,1,10,1,20,2,-0.0274474
1,1,0,1,20,2,-0.0590469
1,1,20,1,20,2,0.0544494
1,1,30,1,20,2,0.00459088
1,1,40,1,20,2,-0.0850342
1,1,50,1,20,2,-0.0390855
1,1,60,1,20,2,0.041211
1,1,70,1,20,2,-0.095597
1,1,80,1,20,2,0.0839107
1,1,90,1,20,2,0.0664133
1,1,100,1,20,2,-0.0111604
1,1,0,1,100,2,-0.00422013
1,1,10,1,100,2,-0.0864117
1,1,20,1,100,2,-0.0290529
1,1,30,1,100,2,0.0220682
1,1,40,1,100,2,-0.0792468
1,1,50,1,100,2,-0.0515912
1,1,60,1,100,2,0.0182139
1,1,70,1,100,2,-0.00882004
1,1,80,1,100,2,0.0434136
1,1,90,1,100,2,-0.0111027
1,1,100,1,100,2,-0.0909709
1,1,10,1,20,1,0.0259648
1,1,0,1,20,1,0.0527796
1,1,20,1,20,1,0.0909165
1,1,30,1,20,1,0.0460123
1,1,40,1,20,1,0.00852279
1,1,50,1,20,1,-0.044241
1,1,60,1,20,1,-0.0983421
1,1,70,1,20,1,0.072095
1,1,80,1,20,1,0.0389317
1,1,90,1,20,1,-0.090983
1,1,100,1,20,1,-0.0298644
1,1,0,1,100,1,0.0619225
1,1,10,1,100,1,-0.072801
1,1,20,1,100,1,0.0794892
1,1,30,1,100,1,0.0197424
1,1,40,1,100,1,0.0445104
1,1,50,1,100,1,-0.006194
1,1,60,1,100,1,0.0935554
1,1,70,1,100,1,-0.064755
1,1,80,1,100,1,0.0111085
1,1,90,1,100,1,0.00742289
1,1,100,1,100,1,0.0248482
1,1,10,1,20,0,-0.0337472
1,1,0,1,20,0,0.0216774
1,1,20,1,20,0,0.0679982
1,1,30,1,20,0,-0.0894216
1,1,40,1,20,0,0.0907179
1,1,50,1,20,0,-0.0244511
1,1,60,1,20,0,-0.0677095
1,1,70,1,20,0,-0.037085
1,1,80,1,20,0,-0.00422288
1,1,90,1,20,0,0.0352753
1,1,100,1,20,0,-0.0336352
1,1,0,1,100,0,0.0501534
1,1,10,1,100,0,-0.0524756
1,1,20,1,100,0,-0.00595687
1,1,30,1,100,0,-0.0072046
1,1,40,1,100,0,0.0321643
1,1,50,1,100,0,-0.084052
1,1,60,1,100,0,-0.0216898
1,1,70,1,100,0,0.025031
1,1,80,1,100,0,-0.054887
1,1,90,1,100,0,-0.00634801
1,1,100,1,100,0,0.0817868
1,1,10,0,20,3,0.0977581
1,1,0,0,20,3,0.0790364
1,1,20,0,20,3,0.000434972
1,1,30,0,20,3,-0.037324
1,1,40,0,20,3,0.0181294
1,1,50,0,20,3,0.0398928
1,1,60,0,20,3,-0.0884414
1,1,70,0,20,3,-0.00860775
1,1,80,0,20,3,-0.0890605
1,1,90,0,20,3,-0.0127155
1,1,100,0,20,3,-0.0975539
1,1,0,0,100,3,-0.0521492
1,1,10,0,100,3,0.0914554
1,1,20,0,100,3,0.0816142
1,1,30,0,100,3,0.0738103
1,1,40,0,100,3,0.000404105
1,1,50,0,100,3,0.0562791
1,1,60,0,100,3,0.0300406
1,1,70,0,100,3,0.0429052
1,1,80,0,100,3,0.0599318
1,1,90,0,100,3,-0.0208039
1,1,100,0,100,3,-0.0681028
1,1,10,0,20,2,0.00899365
1,1,0,0,20,2,0.0200801
1,1,20,0,20,2,-0.0765324
1,1,30,0,20,2,0.0893838
1,1,40,0,20,2,0.0307894
1,1,50,0,20,2,-0.0438448
1,1,60,0,20,2,0.0278523
1,1,70,0,20,2,0.0825127
1,1,80,0,20,2,0.0899925
1,1,90,0,20,2,-0.0382862
1,1,100,0,20,2,-0.0209691
1,1,0,0,100,2,0.0445111
1,1,10,0,100,2,-0.0219908
1,1,20,0,100,2,0.0567726
1,1,30,0,100,2,0.0205568
1,1,40,0,100,2,-0.0872526
1,1,50,0,100,2,-0.0457219
1,1,60,0,100,2,-0.0711765
1,1,70,0,100,2,-0.068133
1,1,80,0,100,2,0.00568096
1,1,90,0,100,2,-0.0705137
1,1,100,0,100,2,0.0759185
1,1,10,0,20,1,0.0813049
1,1,0,0,20,1,-0.0767577
1,1,20,0,20,1,-0.00249904
1,1,30,0,20,1,0.0822716
1,1,40,0,20,1,-0.0670528
1,1,50,0,20,1,-0.07057
1,1,60,0,20,1,-0.0746592
1,1,70,0,20,1,-0.0172515
1,1,80,0,20,1,0.0126
1,1,90,0,20,1,0.0876601
1,1,100,0,20,1,0.0801826
1,1,0,0,100,1,-0.0399451
1,1,10,0,100,1,0.0431434
1,1,20,0,100,1,0.0103391
1,1,30,0,100,1,0.0900268
1,1,40,0,100,1,0.0112993
1,1,50,0,100,1,-0.0526452
1,1,60,0,100,1,-0.0727755
1,1,70,0,100,1,0.0263199
1,1,80,0,100,1,0.0270783
1,1,90,0,100,1,-0.0601741
1,1,100,0,100,1,0.0994606
1,1,10,0,20,0,-0.0877985
1,1,0,0,20,0,-0.0833979
1,1,20,0,20,0,-0.0622961
1,1,30,0,20,0,-0.0664979
1,1,40,0,20,0,-0.0379367
1,1,50,0,20,0,0.0333823
1,1,60,0,20,0,0.0395339
1,1,70,0,20,0,0.0521017
1,1,80,0,20,0,0.0980048
1,1,90,0,20,0,-0.0794118
1,1,100,0,20,0,-0.0767503
1,1,0,0,100,0,-0.0542916
1,1,10,0,100,0,-0.00921204
1,1,20,0,100,0,0.0120547
